turbine_id,month,tip_score,mid_score,root_score,image_risk_composite,hrs_above_rated,mean_ti,DEL_est_kNm,fatigue_risk_score,integrated_risk,integrated_risk_norm
T03,10,0.47808257332497067,0.13769438869243797,0.13293546772346415,0.30709532751387536,39.75852047884831,0.0379,1820.146959819899,0.5245970706595167,0.415846199086696,0.34863501944506625
T03,11,0.29174566499164883,0.11985078848142566,0.10396761826573334,0.20315103170058857,63.061637186002265,0.0324,2255.95152834902,0.7478647085384519,0.4755078701195202,0.43383259552887526
T03,12,0.38081017136290773,0.48292788518157953,0.1174577812831839,0.37095734428917765,54.74981290997362,0.0316,1000.0989895025302,0.10447716714836373,0.2377172557187707,0.09426476895429772
T04,1,0.4117986464415554,0.22902549149974336,0.0,0.28224115372069214,98.71516815129173,0.0307,2024.1431095127643,0.6291066186710131,0.45567388619585264,0.40550943050300753
T04,2,0.5196972249101567,0.359034531491154,0.42132421124852865,0.44974749149355114,51.54858028600545,0.0315,1622.2615661422665,0.4232181324664998,0.4364828119800255,0.37810434818921496
T04,3,0.7115278070437755,0.5452321013500419,0.24652882302947568,0.5785960744768143,157.27336709025283,0.0296,1815.6498848666952,0.5222931680052717,0.550444621241043,0.5408431677208083
T04,4,0.7412643924760934,0.821423422177253,0.40019330326867736,0.7111388875085772,38.701203726635725,0.0368,1036.8477687322536,0.12330398477729951,0.4172214361429384,0.3505988743238212
T04,5,1.2979178211116067,0.6233995029161207,0.5201832416612757,0.9434559518047229,14.408061451367553,0.0398,1046.1381827549437,0.1280635695626636,0.5357597606836932,0.5198730121258267
T04,6,0.919629787441544,0.8880285640700406,0.6190455625809979,0.8589986755076184,27.831260648516448,0.0384,1032.0798697927355,0.12086133591415307,0.48993000571088574,0.45442757674655454
T04,7,0.9416041666768599,0.6748629616949159,0.38986894707642994,0.7607345617494735,0.30316794291565746,0.0442,1024.979516157873,0.1172237439781361,0.4389791528638048,0.38166915267248025
T04,8,0.87430486917676,0.41740048534008,0.3318562974806027,0.6315953126151738,130.14108575908048,0.0382,2351.270408633405,0.7966976551920104,0.714146483903592,0.7746113753122538
T04,9,0.537539257254779,0.5710388645952772,0.15805757657661965,0.4854588462552519,87.96824650072664,0.0356,1477.4520619115774,0.3490305761929928,0.4172447112241223,0.35063211141667655
T04,10,0.8349868810035082,0.23251200614956452,0.1427938483794325,0.5187964172815144,44.37671198145387,0.0379,1674.3604338784758,0.4499089750496547,0.4843526961655845,0.44646311235756136
T04,11,0.5229920117709367,0.05556273139957521,0.1428421828927472,0.30382394683411795,87.997315241304,0.0324,2244.068838513273,0.7417770713660619,0.5228005091000899,0.5013670466764878
T04,12,0.5614285508564857,0.0,0.11846338585323042,0.3004581730704479,55.969562304486445,0.0316,1323.4963249462826,0.2701573008481173,0.2853077369592826,0.16222454239280684
T05,1,0.41226512714668734,0.35746580963126495,0.0,0.325287833450432,102.27866746705888,0.0307,1653.1447413496712,0.43903993443161116,0.3821638839410216,0.3005362726680337
T05,2,0.26090867738314477,0.4282912348425347,0.20469846732331862,0.307334494859637,55.88032425958936,0.0315,1743.1851522474392,0.48516866117406626,0.3962515780168516,0.3206536674223747
T05,3,0.8000985700691753,0.5519672314245464,0.18199752784215092,0.6143712834831282,127.20872929990672,0.0296,2375.185095671934,0.8089494213993431,0.7116603524412357,0.7710611500042512
T05,4,1.0214507394322005,0.6939608709948021,0.2535648581973632,0.7843064697472615,40.545902072509385,0.0368,941.3327001435548,0.07437052862373407,0.42933849918549777,0.36790218451626944
T05,5,1.5128663339319486,0.8308825592720996,0.2607734608474009,1.0768562635312409,13.978612774423809,0.0398,1002.7044195562449,0.10581195860251252,0.5913341110668767,0.599233845691393
T05,6,1.3313107217267661,0.6537977494659019,0.47870846037424525,0.9633726874143913,36.19861670026816,0.0384,1301.0108511179758,0.25863773682615543,0.6110052121202734,0.6273244120405489
T05,7,1.3714305475044783,0.6367052733825751,0.47624142349209797,0.9773239354617805,0.2889836640399836,0.0442,980.0739688600823,0.09421812128198818,0.5357710283718844,0.5198891025186255
T05,8,1.0575561853872995,0.7733090239991735,0.5146792982653947,0.8723276504042734,137.4859421440498,0.0382,2497.5396043174005,0.8716330280015204,0.8719803392028969,0.9999999985719882
T05,9,0.7009223767994259,0.3869395753463766,0.16104855703744766,0.5062824730214132,87.45380227612146,0.0356,1641.0292008722495,0.4328330052267379,0.4695577391240755,0.4253357376732827
T05,10,0.36183794300691247,0.33843474358788445,0.2091151974816644,0.32858308561302846,38.161354440281684,0.0379,1712.5949556739379,0.46949695549583276,0.3990400205544306,0.3246355965426639
T05,11,0.41562672816300655,0.36426986622007207,0.12139637862012495,0.3494693825915481,69.26989635869083,0.0324,2409.4731143500053,0.8265155634057004,0.5879924729986242,0.5944619467714339
T05,12,0.5907068154314634,0.1603014750143066,0.3720169166589619,0.41079005216366093,50.60997887252602,0.0316,1188.7191933242507,0.20110944318359023,0.3059497476736256,0.19170157928958567
